Date,GOOGL,IBM,AMZN,FB,AAPL
2015-02-04,526.1,140.95052085111,364.75,75.63,113.58250002434
2015-02-03,533.3,142.30650509222,363.55,75.4,112.71799621853
2015-02-02,532.2,138.88511439113,364.47,74.99,112.69899613489
2015-01-30,537.55,137.67281059941,354.53,75.91,111.30248998705
2015-01-29,513.23,139.62147669425,311.78,78.0,112.95549726408
2015-01-28,512.43,136.09232565612,303.91,76.24,109.54498224997
2015-01-27,521.19,137.99609161053,306.75,75.78,103.68345644577
2015-01-26,536.72,140.4117191659,309.66,77.495,107.4454730073
2015-01-23,541.95,139.97169778964,312.39,77.83,107.33147250543
2015-01-22,537.3,139.54065644147,310.32,77.65,106.78047007976
2015-01-21,520.39,136.57724717281,297.25,76.74,104.07295816047
2015-01-20,509.94,140.94154082302,289.44,76.24,103.28445468924
2015-01-16,510.455,141.11216135667,290.74,75.18,100.69094327183
2015-01-15,504.01,138.80429413835,286.95,74.05,101.47944674306
2015-01-14,505.93,139.90883759303,293.27,76.28,104.31045920603
2015-01-13,501.8,140.8158204298,294.74,76.45,104.70946096255
2015-01-12,497.06,140.48355939059,291.41,76.72,103.78795690581
2015-01-09,500.72,142.88122688978,296.93,77.74,106.4099684487
2015-01-08,506.91,142.26160495179,300.46,78.175,106.29596794683
2015-01-07,505.15,139.23533548652,298.42,76.15,102.36295063251
2015-01-06,506.64,140.15129835138,295.29,76.15,100.94744440102
2015-01-05,519.46,143.24042801325,302.19,77.19,100.9379443592
2015-01-02,529.55,145.5303351754,308.52,78.45,103.86395724039
2014-12-31,530.66,144.07557062533,310.35,78.02,104.8614616317
2014-12-30,535.28,143.72534952994,310.3,79.22,106.89447058162
2014-12-29,537.31,144.13843082194,312.04,80.02,108.21497639488
2014-12-26,541.52,145.78177596183,309.09,80.775,108.29097672946
2014-12-24,536.93,145.31481450131,303.03,80.77,106.4099684487
2014-12-23,538.77,145.69197568096,306.285,80.61,106.91347066526
2014-12-22,532.3,144.97357343401,306.54,81.45,107.29347233815
2014-12-19,520.04,142.34242520457,299.9,79.88,106.19146748679
2014-12-18,514.62,141.59708287336,297.73,78.4,107.01797112531
2014-12-17,506.45,136.43356672342,298.88,76.11,103.93995757497
2014-12-16,498.16,135.96660526291,295.06,74.69,101.40819642939
2014-12-15,515.84,137.44830989724,306.07,76.99,102.81420261905
2014-12-12,521.51,139.53167641339,307.32,77.83,104.24395891327
2014-12-11,532.11,144.6413123948,307.36,77.73,106.03946681764
2014-12-10,528.04,144.13843082194,305.84,76.18,106.35296819776
2014-12-09,536.11,146.36547778747,312.5,76.84,108.41447727315
2014-12-08,530.73,145.35073461366,306.64,76.52,106.78047007976
2014-12-05,528.08,146.61691857391,312.63,76.36,109.25048095349
2014-12-04,542.58,147.31736076468,316.93,75.24,109.71598300277
2014-12-03,536.97,147.73942208476,316.5,74.88,110.13398484294
2014-12-02,538.59,146.07811688869,326.31,75.46,108.89897940607
2014-12-01,539.65,145.06337371488,326.0,75.1,109.31698124624
2014-11-28,549.08,145.62911548435,338.64,77.7,112.98399738955
2014-11-26,547.73,145.43155486644,333.57,77.62,113.0504976823
2014-11-25,549.23,145.26093433279,335.04,75.63,111.72049182722
2014-11-24,547.48,145.61115542818,335.64,74.01,112.69424611398
2014-11-21,545.89,144.5066119735,332.63,73.75,110.64698710133
2014-11-20,543.76,144.25517118707,330.54,73.6,110.49498643217
2014-11-19,547.2,144.96459340593,326.54,73.33,108.93697957336
2014-11-18,544.51,145.37767469792,324.93,74.34,109.69698291912
2014-11-17,546.64,147.41614107363,323.05,74.24,108.29097672946
2014-11-14,555.19,147.41614107363,327.82,74.88,108.47147752408
2014-11-13,556.44,146.18587722574,316.48,74.25,107.17947183628
2014-11-12,558.25,145.40461478218,311.51,74.72,105.68796527022
2014-11-11,561.29,146.64385865817,312.01,74.61,104.2154587878
2014-11-10,558.23,146.81447919182,305.11,75.0,103.38895514929
2014-11-07,551.82,145.53931520348,299.86,75.6,103.55995590208
2014-11-06,551.69,144.99153349019,296.64,75.26,103.2654546056
2014-11-05,555.95,144.33150805476,296.52,74.83,102.97222119965
2014-11-04,564.19,145.07180685395,302.81,75.76,102.72628350433
2014-11-03,563.77,146.59700076555,305.72,73.88,103.48301487453
2014-10-31,567.87,146.63267781611,305.46,74.99,102.15873497669
2014-10-30,560.27,146.5880815029,299.07,74.11,101.19390247968
2014-10-29,558.45,145.79426712787,294.12,75.86,101.53443159627
2014-10-28,558.94,145.91913680484,295.59,80.77,100.96688306863
2014-10-27,549.88,144.37610436797,289.97,80.28,99.425042901847
2014-10-24,548.9,144.56340888342,287.06,80.67,99.52909346525
2014-10-23,553.65,144.65260150983,313.18,80.04,99.160186922278
2014-10-22,542.69,144.30475026684,312.97,78.37,97.419704770824
2014-10-21,538.03,145.58912408713,315.33,78.69,96.927829380195
2014-10-20,532.38,150.82473125732,306.21,76.95,94.36440186365
2014-10-17,522.97,162.37517637727,303.64,75.95,92.387441159009
2014-10-16,536.92,160.40401933363,302.86,72.63,91.053702119036
2014-10-15,540.73,162.10759849804,305.97,73.21,92.264472311352
2014-10-14,548.69,163.93604733942,308.31,73.59,93.409028508776
2014-10-13,544.75,163.68630798548,306.45,72.99,94.411697574288
2014-10-10,555.19,165.83585028193,311.39,72.91,95.281938650015
2014-10-09,570.81,166.27289415133,315.37,75.91,95.556253771712
2014-10-08,583.74,168.89515736775,322.7,77.52,95.348152644907
2014-10-07,574.1,165.63962650383,316.98,76.29,93.409028508776
2014-10-06,587.78,168.60974096324,322.2,77.555,94.231973873866
2014-10-03,586.25,168.27972824553,322.74,77.44,94.231973873866
2014-10-02,580.88,166.70993802074,318.41,77.08,94.496829853435
2014-10-01,579.63,166.9418388494,317.46,76.55,93.815771620257
2014-09-30,588.41,169.31436271187,322.44,79.04,95.30085693427
2014-09-29,587.81,169.1448967217,321.82,79.0,94.695471838112
2014-09-26,587.9,169.51950575261,323.21,78.79,95.30085693427
2014-09-25,585.25,168.58298317532,321.93,77.22,92.576624001558
2014-09-24,598.42,171.52633984681,328.21,78.535,96.246771147017
2014-09-23,591.18,170.91091072459,323.63,78.29,97.088634796362
2014-09-22,597.27,172.23988085808,324.5,76.8,95.594090340222
2014-09-19,605.4,173.03369523312,331.32,77.91,95.499498918947
2014-09-18,597.27,172.8107136671,325.0,77.0,96.284607715527
2014-09-17,593.29,171.96338371622,324.0,76.43,96.08596573085
2014-09-16,588.78,172.10609191847,327.76,76.08,95.404907497672
2014-09-15,581.64,171.08037671477,323.89,74.58,96.133261441487
2014-09-12,584.9,170.6076557948,331.19,77.48,96.16163886787
2014-09-11,591.11,171.000103351,330.52,77.92,95.944078598938
2014-09-10,593.42,170.83955662346,331.33,77.43,95.537335487457
2014-09-09,591.97,169.45707091413,329.75,76.67,92.690133707088
2014-09-08,601.63,169.59085985374,342.34,77.89,93.040121965804
2014-09-05,597.78,170.53630169367,346.38,77.26,93.61712963558
2014-09-04,593.14,170.07250003635,345.95,75.95,92.813102554745
2014-09-03,589.52,171.20524639174,339.0,75.83,93.588752209198
2014-09-02,588.63,170.85739514875,342.38,76.68,97.712938176775
2014-08-29,582.36,171.51742058417,339.04,74.82,96.956206806577
2014-08-28,580.32,171.24984270494,340.02,73.855,96.719728253391
2014-08-27,583.0,171.47282427097,343.18,74.63,96.606218547861
2014-08-26,588.12,172.13284970639,341.83,75.9601,95.432339009842
2014-08-25,590.57,170.50062464311,334.02,75.02,96.04812916234
2014-08-22,592.54,169.83167994504,331.59,74.57,95.840028035536
2014-08-21,592.42,170.5630594816,332.91,74.57,95.140051518103
2014-08-20,595.41,169.55518280318,335.78,74.81,95.130592375976
2014-08-19,597.11,169.52842501525,335.13,75.29,95.092755807466
2014-08-18,592.7,168.89515736775,334.53,74.59,93.796853336002
2014-08-15,583.71,167.12914336486,333.63,73.63,92.680674564961
2014-08-14,584.65,167.5751064969,333.21,74.296,92.226635742842
2014-08-13,584.56,167.63754133539,326.28,73.77,91.980698047528
2014-08-12,572.12,167.09346631429,319.32,72.83,90.779386997339
2014-08-11,577.25,167.20941672862,318.33,73.44,90.798305281594
2014-08-08,577.94,166.46019866679,316.8,73.06,89.61591251566
2014-08-07,571.81,164.38201047147,311.45,73.17,89.369974820346
2014-08-06,574.49,165.87152733249,313.89,72.47,89.379387139969
2014-08-05,573.14,165.89812778056,312.32,72.69,89.529984253937
2014-08-04,582.27,168.15029905027,313.65,73.51,89.972363276217
2014-08-01,573.6,167.71582506517,307.06,72.36,90.480628535859
2014-07-31,579.55,169.95026270283,312.99,72.65,89.98177559584
2014-07-30,595.44,172.01623083607,322.51,74.677,92.381917099704
2014-07-29,593.95,172.52163934935,320.0,73.71,92.598400451033
2014-07-28,599.02,173.59452408807,320.41,74.92,93.200788906905
2014-07-25,598.08,172.37090347697,324.01,75.19,91.931066989763
2014-07-24,603.01,173.11571602286,358.61,74.98,91.327737301929
2014-07-23,605.19,171.68815864324,358.14,71.29,91.478334415897
2014-07-22,603.57,172.09603218027,360.84,69.27,89.153491469017
2014-07-21,598.44,169.22318378899,359.76,69.4,88.418389306461
2014-07-18,605.11,170.6862084327,358.66,68.4199,88.88053419995
2014-07-17,580.82,170.67734161668,352.454,66.4099,87.619189247272
2014-07-16,590.62,170.56207300838,355.9,67.66,89.209965386755
2014-07-15,593.06,167.13061520768,354.44,67.165,89.718230646397
2014-07-14,594.26,168.34536900276,355.32,67.9,90.781822763795
2014-07-11,586.65,166.69614122258,346.2,66.34,89.624107450167
2014-07-10,580.04,166.43013674191,327.92,64.8725,89.449979537141
2014-07-09,583.36,167.06854749553,329.97,64.97,89.784116883758
2014-07-08,578.4,166.00452957283,323.81,62.76,89.746467605266
2014-07-07,590.76,166.73160848667,333.55,65.29,90.328148957967
2014-07-03,593.08,167.16608247177,337.492,66.29,88.50404141503
2014-07-02,590.78,167.04194704746,332.85,66.45,87.986363835765
2014-07-01,591.49,165.23311657887,332.39,68.06,88.024013114257
2014-06-30,584.67,160.72877403946,324.78,67.29,87.468686256501
2014-06-27,585.69,161.11891394444,324.57,67.6,86.574515892316
2014-06-26,584.77,159.93076059743,325.69,67.13,85.557985373032
2014-06-25,585.93,160.24109915822,327.44,67.44,85.049720113391
2014-06-24,572.54,160.38296821458,324.16,65.72,84.974421556407
2014-06-23,574.29,161.50018703341,327.24,65.37,85.492099135671
2014-06-20,566.52,160.97704488808,324.2,64.5,85.567397692655
2014-06-19,564.99,162.10313052294,327.0,64.3415,86.46156805684
2014-06-18,560.66,162.79474217269,334.38,65.6,86.762762284776
2014-06-17,550.615,161.60658882568,325.62,64.4,86.668639088546
2014-06-16,552.3,161.68639016988,327.62,64.19,86.781586924022
2014-06-13,560.35,161.87259330636,326.27,64.5,85.915653518706
2014-06-12,559.5,160.68443995934,325.91,64.2901,86.866297800629
2014-06-11,567.5,161.59772200966,335.2,65.781,88.344031981439
2014-06-10,568.3,163.40655247824,332.41,65.77,88.711112446736
2014-06-09,570.73,165.11784797058,327.5,62.88,88.193434867471
2014-06-06,566.03,165.25085021092,329.67,62.5,86.804445414535
2014-06-05,564.93,164.90504438604,323.57,63.186,87.043787256377
2014-06-04,553.76,163.60162243074,306.78,63.34,86.70359913286
2014-06-03,554.51,163.47748700642,307.19,62.87,85.724717892068
2014-06-02,564.34,164.64790672139,308.84,63.08,84.529353299948
2014-05-30,571.65,163.4686201904,312.55,63.3,85.114261733663
2014-05-29,570.56,162.93661122905,313.78,63.83,85.434280600844
2014-05-28,570.45,162.33366773952,310.16,63.51,83.905450970652
2014-05-27,574.87,163.84102646335,310.82,63.48,84.12327893907
2014-05-23,563.8,164.86957712195,312.24,61.351,82.576969286721
2014-05-22,555.45,164.63903990537,304.91,60.52,81.654561963667
2014-05-21,549.7,165.26858384296,305.01,60.49,81.525478723123
2014-05-20,540.39,163.93856143959,301.19,58.56,81.310339988883
2014-05-19,538.83,165.80945962034,296.755,59.21,81.294204583815
2014-05-16,528.3,165.86266051647,297.7,58.0199,80.342215684804
2014-05-15,529.12,165.33065155512,295.19,57.919,79.173743434463
2014-05-14,534.41,167.3345519762,297.62,59.23,79.852775064408
2014-05-13,541.54,170.411337136,304.64,59.83,79.837984276429
2014-05-12,538.43,170.74827614486,302.86,59.83,79.712934887152
2014-05-09,526.62,168.54043895526,292.24,57.24,78.733045183544
2014-05-08,520.17,167.50302148063,288.32,56.76,79.062140216076
2014-05-07,518.0,167.84882730551,292.71,57.39,79.202539430031
2014-05-06,522.57,167.52265048774,297.38,58.53,79.480663587197
2014-05-05,535.33,168.60696801707,310.05,61.22,80.356487255198
2014-05-02,533.87,168.76564863112,308.01,60.46,79.235967814305
2014-05-01,538.53,170.60810687203,307.89,61.15,79.088882923496
2014-04-30,534.88,173.19989023484,304.13,59.78,78.903021106928
2014-04-29,536.33,172.0009700398,300.38,58.15,79.202539430031
2014-04-28,522.98,170.26429887492,296.58,56.14,79.437875255325
2014-04-25,523.1,167.17002690096,303.83,57.71,76.476120408576
2014-04-24,534.44,167.69014669146,337.15,60.87,75.918534958872
2014-04-23,537.51,169.02130073154,324.58,61.36,70.16617859286
2014-04-22,545.5,169.39155549765,329.32,63.0301,71.095353962163
2014-04-21,539.37,169.49734257368,330.87,61.24,71.024619501037
2014-04-17,543.34,167.5050193084,324.91,58.94,70.191584164908
2014-04-16,563.9,173.13818110715,323.68,59.72,69.39866288991
2014-04-15,548.7,173.68474766665,316.08,59.09,69.258250304602
2014-04-14,545.2,174.34591689186,315.91,58.89,69.755678033965
2014-04-11,537.76,172.07149475715,311.73,58.53,69.478891012169
2014-04-10,546.69,172.50345865095,317.11,59.16,69.996362400744
2014-04-09,567.04,173.34975525921,331.805,62.41,70.910962994503
2014-04-08,557.51,170.39653271996,327.07,58.1901,69.99101385926
2014-04-07,540.63,171.4808502493,317.76,56.95,69.995025265373
2014-04-04,545.25,169.05656309021,323.0,56.749,71.111533300152
2014-04-03,571.5,169.8675973398,333.62,59.49,72.043516653734
2014-04-02,569.307397396872,170.62573805137,341.96,62.72,72.546279553227
2014-04-01,569.2020722682902,171.46321906996,342.99,62.62,72.425937369838
2014-03-31,558.98051931353,169.69128554641,336.365,60.24,71.76940390268
2014-03-28,561.8092513383017,167.89290525385,338.29,60.01,71.785449527132
2014-03-27,558.8651632203212,167.34633869435,338.47,60.97,71.865677649392
2014-03-26,567.73755143277,169.80588821211,343.41,60.385,72.175893055462
2014-03-25,581.1539666211819,171.93926091211,354.71,64.89,72.87254058375
2014-03-24,580.7577435184213,165.95347552658,351.85,64.1,72.097002068574
2014-03-21,593.3516196074315,164.56061235882,360.62,67.24,71.251932514106
2014-03-20,600.4334806339876,165.64492988815,368.97,66.97,70.694347064402
2014-03-19,601.4817164374934,162.83275678361,373.23,68.24,71.036653719376
2014-03-18,607.5053106959168,164.68403061419,378.77,69.19,71.05537361457
2014-03-17,597.8956465833945,163.80247164725,375.04,68.7399,70.432268531687
2014-03-14,588.2157657184842,160.62885936626,373.74,67.72,70.158155780634
2014-03-13,596.3709399601133,162.11869402039,371.51,68.83,70.955088461746
2014-03-12,605.5191796998006,164.16391082369,370.64,70.8799,71.752021142857
2014-03-11,601.8528621286869,164.63995266584,368.82,70.1,71.682490103566
2014-03-10,607.660790647633,164.31377584807,370.53,72.03,70.991191116762
2014-03-07,609.2757759525558,165.45098691543,372.06,69.8,70.927008618955
2014-03-06,611.6932384276267,165.41572455675,372.16,70.84,70.968459815455
2014-03-05,611.0161483153144,164.97494507328,372.37,71.57,71.183738610185
2014-03-04,609.3359617403171,164.35785379642,363.9,68.8,71.033979448634
2014-03-03,603.2070423533116,162.43605524849,359.78,67.41,70.568656339529
2014-02-28,609.7071074315105,163.23827390841,362.1,68.46,70.365411763138
2014-02-27,611.4926191350897,163.3264298051,360.13,68.94,70.55662212119
2014-02-26,611.9741054371785,162.2597434551,359.8,69.26,69.176698418325
2014-02-25,611.8888422378503,161.52804951254,358.32,69.85,69.806489178062
2014-02-24,608.132245985095,161.72199248527,351.78,70.78,70.540576496738
2014-02-21,603.7587454077884,161.14016356709,346.76,68.59,70.233035361409
2014-02-20,603.9192408418179,162.43605524849,349.8,69.63,71.021945230295
2014-02-19,603.0315004723417,161.2812130018,347.38,68.06,71.853643431053
2014-02-18,607.3147223680068,161.49278715386,353.65,67.3,73.006254120849
2014-02-14,603.2622126587593,161.93356663733,357.35,67.09,72.73882704665
2014-02-13,601.807722787866,160.30268254849,357.2,67.33,72.797661002974
2014-02-12,595.1822706518317,158.89218820139,349.25,64.45,71.659758802259
2014-02-11,596.932673979217,158.41614635924,361.79,64.851,71.665107343743
2014-02-10,588.2809669885588,156.15935540387,360.87,63.548,70.733123990161
2014-02-07,590.5429495119135,156.25632689024,361.08,64.32,69.488250959766
2014-02-06,581.7758864280466,153.98190475553,354.59,62.16,68.529524898764
2014-02-05,573.3699380707463,152.77193420227,346.45,62.19,68.134745069163
2014-02-04,570.8421349847802,151.5444278439,347.95,62.75,67.629639563275
2014-02-03,568.46981185053,151.59703525926,346.15,61.48,66.664622202027
2014-01-31,592.3134147685525,154.91130242687,358.69,62.57,66.541004275586
2014-01-30,569.4528463839614,155.50751980094,403.01,61.08,66.432273669319
2014-01-29,555.1737682376404,154.66580115519,384.2,53.53,66.560942650819
2014-01-28,563.2436792799413,155.06035677039,394.43,55.14,67.325247034727
2014-01-27,552.3199588013016,155.98098653917,386.28,53.55,73.173837102897
2014-01-24,563.6549488296421,157.50660158458,387.6,54.45,72.584990421034
2014-01-23,581.8461031804345,160.21588347556,399.87,56.63,73.928836911697
2014-01-22,584.3137204786397,159.79502415269,404.54,57.51,73.308088829462
2014-01-21,583.6516768132676,165.21358793466,407.05,58.51,72.983757925682
2014-01-17,577.0462866064868,166.66905975959,399.61,56.3,71.867208912667
2014-01-16,579.9000960428257,165.50292871913,395.8,57.19,73.672296483707
2014-01-15,576.0883294846226,164.60860265803,395.87,57.6,74.085685463525
2014-01-14,576.4795371050699,163.01284439214,397.54,57.74,72.627525621529
2014-01-13,563.2286328330009,161.46969354161,390.98,55.91,71.210571755014
2014-01-10,566.839780098667,164.18774333516,397.66,57.94,70.839717975691
2014-01-09,566.8698729925475,164.29295816587,401.01,57.22,71.315447608736
2014-01-08,572.3818880550016,164.8102644169,401.92,58.23,72.23806269199
2014-01-07,571.1932187467198,166.33587946231,398.03,57.92,71.783135430437
2014-01-06,560.3898698436024,163.08298761262,393.63,57.2,72.300536267718
2014-01-03,554.2107956334628,163.64413337645,396.44,54.557,71.908414888148
2014-01-02,558.2833672719638,162.67089619231,397.97,54.71,73.523423281972
2013-12-31,562.0901183478535,164.45954831451,398.79,54.649,74.572181819196
2013-12-30,556.4477007452504,163.44247161757,393.37,53.71,73.708185559125
2013-12-27,560.9315419334523,162.27634057712,398.08,55.44,74.448563892755
2013-12-26,560.4600865959903,162.51307394623,404.39,57.73,74.954998623658
2013-12-24,557.6413855358454,160.64551070099,399.2,57.96,75.456116454499
2013-12-23,559.276432770022,159.77748834757,402.92,57.77,75.777788908248
2013-12-20,552.0140143801826,157.83978188185,402.2,55.12,72.977111800604
2013-12-19,544.7917198488507,158.01513993304,395.19,55.05,72.370985193539
2013-12-18,544.0544439487771,156.68241874395,395.96,55.57,73.209726178315
2013-12-17,536.5863907840873,154.10465539137,387.65,54.86,73.770659134854
2013-12-16,538.151221265876,155.93714702637,388.97,53.81,74.104294613742
2013-12-13,532.0373483258109,151.50935623366,384.24,53.32,73.696222533986
2013-12-12,536.6365456072216,152.00912667957,381.25,51.83,74.508379018452
2013-12-11,540.3128941429621,153.61365284802,382.19,49.38,74.617375469723
2013-12-10,544.0093046079563,155.2970901395,387.78,50.245,75.174320751214
2013-12-09,540.7392101396033,155.59519882653,384.89,48.84,75.291292552578
2013-12-06,536.5914062664007,155.77932478029,386.95,47.94,74.439259317647
2013-12-05,530.3070069276791,154.38522827328,384.49,48.34,75.486821552357
2013-12-04,530.728307442007,154.08711958625,385.96,48.62,75.101213375362
2013-12-03,528.2606901438019,154.38522827328,384.66,46.73,75.27693692241
2013-12-02,528.8725789860397,155.61273463165,392.3,47.06,73.270870529028
2013-11-29,531.4354904481999,157.54167319481,393.62,47.01,73.914215436527
2013-11-27,533.2009402225254,156.91915211307,386.71,46.49,72.570368945863
2013-11-26,530.8436635352158,155.46368028814,381.37,45.89,70.900862326404
2013-11-25,524.5843416080613,156.89284840539,376.64,44.82,69.616830961438
2013-11-22,517.5426044400126,158.96207340951,372.31,46.23,69.093116305333
2013-11-21,518.6359795843392,161.44338983393,368.92,46.7,69.270700767403
2013-11-20,512.7377723837515,162.37278750527,362.57,46.43,68.455088297897
2013-11-19,514.1872467723313,162.42539492063,364.94,46.36,69.059885679946
2013-11-18,517.3720780413561,161.74149852097,366.18,45.83,68.937464056019
2013-11-15,518.3801899863546,160.61920699331,369.17,49.01,69.783117010876
2013-11-14,519.2177755326966,159.75995254245,367.396,48.99,70.204348418285
2013-11-13,517.8335024141912,160.93485148546,356.22,48.71,69.203973671625
2013-11-12,507.4564695077149,160.51399216259,349.53,46.605,69.121030030659
2013-11-11,506.85962711241734,160.34740201396,354.378,46.2,68.993158584168
2013-11-08,509.5880494909205,157.81347817417,350.31,47.53,69.194137406511
2013-11-07,505.53553978167315,157.82224607673,343.56,47.56,68.121718664011
2013-11-06,512.9584536055421,157.11204596938,356.18,49.12,69.241989507068
2013-11-05,512.3415492809909,155.11478503195,358.892,50.105,69.437437533637
2013-11-04,514.6436556628529,157.22542759465,358.74,48.22,69.609363079658
2013-11-01,515.1100955180015,156.3183745925,359.002,49.75,68.721323364622
2013-10-31,516.8855762569539,156.30093126553,364.03,50.205,69.074424870362
2013-10-30,516.8053285399392,157.12076763287,361.08,49.01,69.36435926542
2013-10-29,519.7243392463524,158.83893533887,362.7,49.395,68.278360697241
2013-10-28,509.07145481263774,154.67870185783,358.16,50.229,70.02246012567
2013-10-25,509.1717644589063,154.24261868372,363.39,51.95,69.5047012561
2013-10-24,514.3627886533011,155.07117671454,332.21,52.445,70.291250717989
2013-10-23,517.3018612889682,153.30067902764,326.756,51.9,69.372816786516
2013-10-22,505.05906896189776,152.60294594906,332.54,52.675,68.699849189965
2013-10-21,503.2033405059305,150.7626749543,326.44,53.85,68.897345522423
2013-10-18,507.27089666211816,151.56506799467,328.931,54.22,67.249186098922
2013-10-17,445.7730587278262,152.4808426603,310.77,52.21,66.669053011272
2013-10-16,450.40485664427416,162.85962220419,310.49,51.135,66.221597285809
2013-10-15,442.3705555263987,161.05423786336,306.4,49.5,65.899947186642
2013-10-14,439.4114209614779,163.06894212777,310.7,49.51,65.551074441449
2013-10-11,437.34504224834683,162.3624873857,310.889,49.11,65.124498221191
2013-10-10,435.46423638081245,161.15017616167,305.174,49.05,64.705058034357
2013-10-09,429.25506927679226,158.14120226029,298.23,46.77,64.302004294646
2013-10-08,428.1566786501522,155.8735697549,303.23,47.14,63.55562805796
2013-10-07,434.2103658024562,158.74299704057,310.03,50.515,64.455561162037
2013-10-04,437.5255996116301,160.56582470836,319.04,51.04,63.831818981238
2013-10-03,439.4013899968511,160.35650478478,314.76,49.183,63.882035512743
2013-10-02,445.36981394982683,161.31588776783,320.51,50.28,64.694750430522
2013-10-01,444.8752873937231,162.55436398231,320.95,50.42,64.483312403132
2013-09-30,439.3111113152094,161.50776436444,312.64,50.23,63.001924723734
2013-09-27,439.5518544662538,163.02533381035,316.01,51.24,63.794817326445
2013-09-26,440.44461031804343,165.9034827595,318.12,50.39,64.253373548346
2013-09-25,439.9731549805815,165.24935799833,312.65,49.46,63.63359583056
2013-09-24,444.79303348378295,165.68544117244,314.13,48.45,64.633961997647
2013-09-23,444.6225070851265,166.57505084763,311.49,47.19,64.83747109901
2013-09-20,452.95322320772544,165.72904948985,316.34,47.49,61.767655238847
2013-09-19,450.5859155557888,168.66825008337,312.06,45.98,62.413862710057
2013-09-18,453.05854833630735,169.56658142205,312.034,45.23,61.406889104614
2013-09-17,444.42690327490294,167.59548547506,304.17,45.07,60.169976644385
2013-09-16,445.25445785661805,168.4589301598,296.06,42.51,59.482803055369
2013-09-13,445.910482943214,167.60420713854,297.92,44.31,61.43596183338
2013-09-12,447.9146696756586,166.34828759709,298.86,44.75,62.465400729233
2013-09-11,449.4825094468353,166.32212260665,299.64,45.04,61.807299868983
2013-09-10,445.7108667471397,162.74624057892,300.36,43.6,65.366066167484
2013-09-09,445.4019130366327,161.3333310948,299.71,44.04,66.88974145236
2013-09-06,441.1517933242364,159.63260671576,295.86,43.95,65.839158753768
2013-09-05,441.1417623596095,160.60943302577,294.1,42.66,65.449319890768
2013-09-04,437.1664910779889,159.71982335058,293.64,41.78,65.90140082308
